,symbol,shortName,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,address2,industrySymbol
281,KHC,Kraft Heinz Foods Company,37000.0,8.0,6.0,1.0,3.0,4.0,1682899200.0,1672444800.0,86400,2.0,37.85,37.9,37.765,38.215,37.85,37.9,37.765,38.215,1.6,0.0417,1685923200.0,0.8163,4.9,0.687895,19.45663,12.585808,2397907.0,2397907.0,6311490.0,7195350.0,7195350.0,38.11,38.12,1200.0,800.0,46800793600.0,32.73,42.8,1.7379328,39.202,38.4924,1.6,0.04227213,66605285376.0,0.08998,800846093.0,1227239936.0,11735925.0,17741698.0,1681430400.0,1684108800.0,0.0095999995,0.013940001,0.81819,1.74,0.012999999,0.0,40.059,0.9519709,1672444800.0,1703980800.0,1680307200.0,0.077,2423000064.0,1.96,3.03,2.81,,,2.473,11.07,0.01610744,0.02542901,0.4,1678320000.0,-14400000.0,38.135,50.0,37.5,45.25,44.5,2.7,18.0,826000000.0,0.673,6016999936.0,20178999296.0,0.348,0.918,26929000448.0,40.887,21.96,0.03439,0.04887,8235000000.0,1603250048.0,2468999936.0,0.079,0.073,0.31019,0.22343999,0.18879,2.1004,,
282,KR,Kroger Company (The),430000.0,6.0,4.0,7.0,7.0,6.0,1682899200.0,1672444800.0,86400,2.0,45.96,45.98,45.49,46.155,45.96,45.98,45.49,46.155,1.04,0.022,1683849600.0,0.30719998,1.97,0.464461,14.880719,10.074115,2078395.0,2078395.0,5784334.0,6018560.0,6018560.0,0.0,0.0,900.0,1800.0,32678100992.0,41.82,53.38,0.22041374,48.548,46.7274,0.99,0.02154047,53377388544.0,0.015140001,711390582.0,717648000.0,18538108.0,15127076.0,1681430400.0,1684108800.0,0.025799999,0.00667,0.8098,4.44,0.0294,0.0,14.025,3.2467024,1674864000.0,1706400000.0,1674864000.0,-0.202,2264000000.0,3.06,4.52,1.28,2:1,1436832000.0,0.36,7.058,-0.104965925,0.02542901,0.26,1683849600.0,-14400000.0,45.535,75.0,36.0,52.07,52.0,2.4,19.0,1015000000.0,1.415,7562999808.0,20476999680.0,0.188,0.735,148257996800.0,204.484,206.487,0.05757,0.23134,32808000000.0,2089874944.0,4497999872.0,-0.169,0.054,0.22128999,0.051009998,0.03066,1.7365,,
283,LHX,"L3Harris Technologies, Inc.",46000.0,1.0,5.0,7.0,6.0,4.0,1682899200.0,1672444800.0,86400,2.0,176.34,175.72,174.55,177.0199,176.34,175.72,174.55,177.0199,4.56,0.025899999,1685577600.0,0.9359,1.72,0.705489,36.783806,13.333089,377506.0,377506.0,1068225.0,1241900.0,1241900.0,0.0,0.0,900.0,800.0,33519937536.0,174.55,255.1,1.9231175,192.6592,213.014,4.5,0.025518885,43679207424.0,0.05301,188489061.0,189452992.0,1980654.0,1739438.0,1681430400.0,1684108800.0,0.0105,0.00538,0.84290004,1.95,0.0105,0.0,96.673,1.8301915,1672358400.0,1703894400.0,1680220800.0,-0.291,924000000.0,4.81,13.27,12.59,10000:9448,1242000000.0,2.506,15.809,-0.26978344,0.02542901,1.14,1678320000.0,-14400000.0,176.9301,338.0,169.0,236.35,230.0,2.4,17.0,545000000.0,2.877,2763000064.0,10714000384.0,0.828,1.138,17429999616.0,58.203,91.233,0.03229,0.04897,4927000000.0,1255750016.0,2468999936.0,-0.279,0.09,0.27826,0.15852,0.10366999,,,
284,LH,Laboratory Corporation of Ameri,80000.0,8.0,7.0,1.0,1.0,1.0,1685404800.0,1672444800.0,86400,2.0,211.93,211.0,209.08,211.99,211.93,211.0,209.08,211.99,2.88,0.0136,1684281600.0,0.2588,,1.042927,18.971699,11.340225,121945.0,121945.0,571823.0,598670.0,598670.0,0.0,0.0,800.0,800.0,18708332544.0,200.32,263.13,1.2679231,223.8978,231.10194,2.88,0.013589393,24760997888.0,0.0678,88295216.0,88600000.0,1614950.0,1643526.0,1681430400.0,1684108800.0,0.0182,0.0027599998,0.93054,2.67,0.024300002,0.0,116.721,1.8090575,1672444800.0,1703980800.0,1680220800.0,-0.567,1000400000.0,11.13,18.62,-182.71,2:1,1021248000.0,1.678,10.682,-0.13772482,0.02542901,0.72,1684281600.0,-14400000.0,211.155,295.0,235.0,273.08,275.0,1.9,13.0,393900000.0,4.446,2318000128.0,6358600192.0,1.193,1.627,14755099648.0,61.372,164.128,0.054250002,0.09495,4385100000.0,970187520.0,1721100032.0,-0.543,-0.031,0.27969,0.1571,0.12039,3.0864,,
285,LRCX,Lam Research Corporation,18700.0,1.0,1.0,2.0,3.0,1.0,1682899200.0,1672444800.0,86400,2.0,629.96,618.39,616.515,630.325,629.96,618.39,616.515,630.325,6.9,0.011,1686614400.0,0.1858,1.46,1.505277,17.325813,24.096436,493179.0,493179.0,1323884.0,1560630.0,1560630.0,621.37,622.04,800.0,1400.0,83582312448.0,299.59,644.6,4.432473,527.9312,466.4894,6.675,0.010595911,84265000960.0,0.26077,133824607.0,134340000.0,2849059.0,2872059.0,1681430400.0,1684108800.0,0.0212,0.00299,0.87806,2.15,0.021300001,0.0,62.419,9.967638,1656201600.0,1687737600.0,1679788800.0,-0.203,4917327872.0,35.91,25.82,1900.0,3:1,953251200.0,4.469,13.488,0.24549711,0.02542901,1.725,1678752000.0,-14400000.0,622.17,600.0,309.0,529.95,545.0,2.3,22.0,5369497088.0,39.969,6247496192.0,5005377024.0,1.943,3.091,18856812544.0,59.535,138.188,0.20605,0.68136,7871807000.0,3073770240.0,4500147200.0,-0.177,-0.047,0.45002,0.33131,0.31324,1.7507,,
286,LW,"Lamb Weston Holdings, Inc.",8000.0,6.0,1.0,8.0,5.0,4.0,1682899200.0,1672444800.0,86400,2.0,109.28,109.63,109.38,110.61,109.28,109.63,109.38,110.61,1.12,0.010199999,1683158400.0,0.2707,1.22,0.534482,29.296534,22.149597,454617.0,454617.0,1320068.0,1331350.0,1331350.0,0.0,0.0,800.0,900.0,16007332864.0,62.62,115.305,3.328758,108.458,93.42955,1.015,0.009288067,18518020096.0,0.11273,144899880.0,145704000.0,2496746.0,3238066.0,1681430400.0,1684108800.0,0.0171,0.00397,0.89325,2.52,0.019299999,0.0,4.972,22.096138,1653782400.0,1685318400.0,1677369600.0,0.643,542099968.0,3.75,4.96,0.66,,,3.851,18.397,0.64158034,0.02542901,0.28,1683158400.0,-14400000.0,109.862,135.0,107.0,120.5,119.0,2.1,6.0,675000000.0,4.633,1006600000.0,3245700096.0,1.438,2.591,4808800256.0,454.071,33.36,0.10933,0.97931,832000000.0,99800000.0,579200000.0,0.658,0.313,0.27177,0.20932,0.16711001,1.2105,,
287,LVS,Las Vegas Sands Corp.,35500.0,5.0,10.0,10.0,9.0,10.0,1685404800.0,1672444800.0,86400,2.0,55.03,54.97,53.99,55.03,55.03,54.97,53.99,55.03,,,1584403200.0,0.0,,1.173117,,17.590614,1298499.0,1298499.0,4513822.0,3608900.0,3608900.0,0.0,0.0,800.0,1800.0,41541947392.0,30.14,65.58,7.857376,58.7934,49.2875,0.0,0.0,51285299200.0,-0.10422,321134961.0,764270976.0,12747301.0,11220411.0,1681430400.0,1684108800.0,0.0167,0.56794,0.42609,2.49,0.0344,0.0,5.307,10.242132,1672444800.0,1703980800.0,1680220800.0,-0.942,-542000000.0,-0.7,3.09,0.51,,,9.7,53.928,0.56513083,0.02542901,0.79,1584403200.0,-14400000.0,54.355,80.5,64.5,70.64,69.5,1.9,16.0,6531999744.0,8.547,951000000.0,15989000192.0,1.75,1.79,5287000064.0,417.576,6.92,-0.00264,-0.21585,2585000000.0,-466875008.0,6000000.0,-0.943,1.248,0.62115,0.17988001,-0.017970001,,,
288,LDOS,"Leidos Holdings, Inc.",45000.0,8.0,4.0,4.0,4.0,4.0,1682899200.0,1672444800.0,86400,2.0,79.24,79.0,77.94,79.22,79.24,79.0,77.94,79.22,1.44,0.0182,1686700800.0,0.2951,1.55,0.766361,16.02049,10.579162,213190.0,213190.0,1037506.0,1242550.0,1242550.0,0.0,0.0,800.0,900.0,10725747712.0,76.58,110.91,0.73458993,86.9912,96.0477,1.44,0.018172642,16121134080.0,0.04602,136141253.0,137192992.0,1638472.0,1836291.0,1681430400.0,1684108800.0,0.0119,0.00931,0.78098,1.42,0.0154,0.0,32.182,2.4293084,1672358400.0,1703894400.0,1680220800.0,-0.074,672000000.0,4.88,7.39,1.87,405:1000,1380499200.0,1.104,11.126,-0.24346,0.02542901,0.36,1678752000.0,-14400000.0,78.18,125.0,90.0,104.73,104.0,2.1,11.0,379000000.0,2.763,1448999936.0,5576000000.0,0.916,1.159,14600999936.0,124.91,106.967,0.053460002,0.16053,2084000000.0,624249984.0,795000000.0,-0.064,0.059,0.14156,0.09924,0.07664,,,
289,LEN,Lennar Corporation,12012.0,2.0,10.0,7.0,10.0,10.0,1682899200.0,1672444800.0,86400,2.0,107.8,107.25,105.9,107.84,107.8,107.25,105.9,107.84,1.5,0.0139,1682380800.0,0.0932,0.83,1.429275,6.617775,9.877552,588442.0,588442.0,2045041.0,1947880.0,1947880.0,0.0,0.0,800.0,1000.0,30391736320.0,62.54,116.18,0.8949822,108.5552,93.13725,1.5,0.013914657,32628531200.0,0.13861,259575084.0,253772992.0,7490952.0,7578544.0,1681430400.0,1684108800.0,0.025899999,0.02365,0.97213995,4.63,0.038599998,0.0,84.375,1.2619852,1669766400.0,1701302400.0,1677542400.0,0.185,4653807104.0,16.09,10.78,0.46,1017:1000,1510185600.0,0.961,4.969,0.3537612,0.02542901,0.375,1682380800.0,-14400000.0,106.48,153.0,85.0,115.56,117.5,2.3,16.0,4079856128.0,14.098,6566154752.0,5373958144.0,2.264,12.251,33957922816.0,21.885,117.967,0.117019996,0.20873,7202144000.0,3254056960.0,4316104192.0,0.219,0.046,0.20534,0.19336,0.19079,5.9793,,
290,LNC,Lincoln National Corporation,11316.0,8.0,4.0,5.0,1.0,2.0,1685404800.0,1672444800.0,86400,2.0,21.68,21.32,20.5,21.455,21.68,21.32,20.5,21.455,1.8,0.0842,1688688000.0,,3.25,1.74349,,2.5576687,767387.0,767387.0,3847811.0,2935070.0,2935070.0,0.0,0.0,1000.0,800.0,3534457344.0,18.5,57.85,0.19789796,21.0118,34.28475,1.8,0.08302583,5001031168.0,-0.25778,168392078.0,169559008.0,7278147.0,7066266.0,1681430400.0,1684108800.0,0.0429,0.0063899998,0.82515,1.9,0.049000002,0.0,33.892,0.6150419,1672444800.0,1703980800.0,1680220800.0,,-4629000192.0,-26.87,8.15,0.38,2:1,930009600.0,0.28,-1.727,-0.61864555,0.02542901,0.45,1680739200.0,-14400000.0,20.845,33.0,16.0,24.38,24.0,3.1,13.0,7110000128.0,41.932,-2895000064.0,7448999936.0,1.129,5.143,17859999744.0,110.651,105.16,-0.0051499996,-0.4294,-1727000000.0,-4848750080.0,2785999872.0,,-0.192,-0.16360001,-0.16209,-0.16361,,Suite A305,
291,LIN,Linde plc,65831.0,,,,,,,1672444800.0,86400,2.0,354.91,354.11,352.44,357.41,354.91,354.11,352.44,357.41,5.1,0.014400001,1685577600.0,0.5323,1.63,0.847994,39.692654,23.731024,599764.0,599764.0,1772860.0,1538720.0,1538720.0,0.0,0.0,1000.0,800.0,174511947776.0,262.47,373.58,5.23337,359.912,325.40125,4.785,0.01348229,189176332288.0,0.13462,489134213.0,489596992.0,3194990.0,3081293.0,1681430400.0,1684108800.0,0.0064999997,0.00189,0.83096004,2.32,0.0064999997,0.0,81.53,4.3718877,1672444800.0,1703980800.0,1680220800.0,0.291,4488999936.0,8.98,15.02,2.47,2:1,1071532800.0,5.673,16.962,0.11044705,0.02542901,1.275,1678665600.0,-14400000.0,356.44,430.0,339.0,401.3,400.0,2.0,23.0,4961999872.0,10.121,11153000448.0,18776999936.0,0.556,0.726,33346000896.0,45.425,67.243,0.05452,0.10786,13914000000.0,4803749888.0,8771999744.0,0.33,-0.002,0.42773,0.33446,0.21330999,3.4208,,
292,LYV,"Live Nation Entertainment, Inc.",12800.0,7.0,10.0,9.0,9.0,10.0,1685404800.0,1672444800.0,86400,2.0,80.23,80.2,79.73,80.74,80.23,80.2,79.73,80.74,,,,0.0,,1.289936,104.98473,56.991714,633266.0,633266.0,1786249.0,1998840.0,1998840.0,0.0,0.0,800.0,900.0,18342635520.0,64.25,99.66,1.018705,72.3668,76.3271,0.0,0.0,20941248512.0,0.01905,146081395.0,229891008.0,12093912.0,11664120.0,1681430400.0,1684108800.0,0.052600004,0.32073003,0.72128,6.61,0.0777,0.0,-2.022,,1672444800.0,1703980800.0,1680220800.0,,177010000.0,0.76,1.4,1.56,,,1.163,15.663,-0.15109515,0.02542901,,,-14400000.0,79.7884,115.0,75.0,97.0,98.0,2.1,17.0,6991987200.0,30.685,1336987008.0,8401355776.0,0.923,1.077,18005835776.0,1064.142,79.539,0.03126,0.81978995,4343730000.0,1372917248.0,1789611008.0,,0.735,0.25679,0.074250005,0.048449997,2.2002,,
293,LKQ,LKQ Corporation,45000.0,9.0,2.0,7.0,4.0,5.0,1685404800.0,1672444800.0,86400,2.0,52.81,52.3,51.39,52.3956,52.81,52.3,51.39,52.3956,1.1,0.0208,1684281600.0,0.25059998,,1.350457,12.391408,11.908257,456051.0,456051.0,1311831.0,1011640.0,1011640.0,51.8,51.81,800.0,800.0,13877696512.0,46.2,59.33,1.0846187,55.8708,54.44655,1.05,0.019882597,17840568320.0,0.08957,265632501.0,267290000.0,3125940.0,4226254.0,1681430400.0,1684108800.0,0.0117,0.00522,0.99106,3.38,0.013200001,0.0,21.267,2.441341,1672444800.0,1703980800.0,1680220800.0,-0.011,1144000000.0,4.19,4.36,0.39,2:1,1348012800.0,1.394,10.403,0.044708252,0.02542901,0.275,1684281600.0,-14400000.0,51.92,70.0,61.3,66.35,66.75,1.8,8.0,342000000.0,1.28,1715000064.0,4028999936.0,0.663,1.917,12794999808.0,70.326,46.95,0.071729995,0.19823,5223000000.0,891625024.0,1064000000.0,0.058,0.0,0.40938,0.13404,0.113400005,6.1441,Suite 2800,
294,LMT,Lockheed Martin Corporation,116000.0,4.0,6.0,2.0,7.0,5.0,1682899200.0,1672444800.0,86400,2.0,444.97,444.62,443.06,445.88,444.97,444.62,443.06,445.88,12.0,0.026800001,1685491200.0,0.53139997,2.6,0.666432,20.365665,15.819822,244523.0,244523.0,1229647.0,994930.0,994930.0,0.0,0.0,900.0,1000.0,112540262400.0,373.67,508.1,1.7013918,469.096,459.1119,11.6,0.026069174,126609547264.0,0.08599,214958234.0,253252992.0,1940906.0,1912379.0,1681430400.0,1684108800.0,0.0077,0.00068000006,0.78057,1.78,0.009,0.0,37.976,11.70157,1672444800.0,1703980800.0,1679788800.0,-0.025,5688000000.0,21.82,28.09,1.52,2:1,915408000.0,1.914,14.59,0.019735932,0.02542901,3.0,1677542400.0,-14400000.0,444.3788,579.0,371.0,506.35,513.5,2.7,20.0,2440000000.0,9.635,8677999616.0,15600000000.0,1.072,1.304,66146000896.0,161.725,254.114,0.0887,0.57899,8387000000.0,4343625216.0,7955999744.0,0.026,0.011,0.12887,0.13119,0.113850005,3.2504,,
295,L,Loews Corporation,12050.0,10.0,10.0,7.0,5.0,8.0,1685404800.0,1672444800.0,86400,2.0,57.4,57.08,56.221,57.29,57.4,57.08,56.221,57.29,0.25,0.0044,1684800000.0,0.0558,0.51,0.824419,12.610491,19.481033,204694.0,204694.0,818138.0,630890.0,630890.0,57.37,57.38,1000.0,900.0,12875097088.0,49.36,65.79,0.8925544,57.203,57.1132,0.25,0.004355401,18073356288.0,0.07383,186810422.0,227898000.0,1428051.0,1721242.0,1681430400.0,1684108800.0,0.0063,0.18173,0.62931997,2.09,0.0088,0.0,63.41,0.89094776,1672444800.0,1703980800.0,1680220800.0,0.165,1065000000.0,4.48,2.9,,3:1,1147132800.0,1.253,8.065,-0.11351353,0.02542901,0.063,1684800000.0,-14400000.0,56.495,60.0,60.0,60.0,60.0,3.0,1.0,4928999936.0,21.628,2240999936.0,9057999872.0,0.476,0.476,14424999936.0,59.148,60.315,0.01382,0.06998,4697000000.0,-611000000.0,3609999872.0,0.246,0.112,0.33539,0.15536,0.11931,,,
296,LOW,"Lowe's Companies, Inc.",300000.0,4.0,5.0,3.0,3.0,3.0,1682899200.0,1672444800.0,86400,2.0,205.7,204.12,199.5,204.54,205.7,204.12,199.5,204.54,4.4,0.0214,1690243200.0,0.4027,1.65,1.073891,19.189358,13.831721,1048331.0,1048331.0,3045714.0,3499460.0,3499460.0,0.0,0.0,1000.0,800.0,118485843968.0,170.12,223.31,1.2374889,202.2426,201.69576,4.2,0.020418083,158929403904.0,0.06647,591194880.0,592000000.0,9767769.0,8373783.0,1681430400.0,1684108800.0,0.0165,0.00096000003,0.77480006,3.81,0.0165,0.0,-24.848,,1675382400.0,1706918400.0,1683244800.0,-0.031,6344999936.0,10.43,14.47,2.3,2:1,1151884800.0,1.66,11.233,0.07291889,0.02542901,1.05,1682380800.0,-14400000.0,200.145,290.0,154.0,228.37,228.5,2.3,30.0,3372999936.0,5.698,14149000192.0,40527998976.0,0.176,1.245,95746998272.0,,156.194,0.15953,,32257000000.0,5123500032.0,7718000128.0,0.074,-0.055,0.33144,0.14777,0.12748,1.2401,,
297,LYB,LyondellBasell Industries NV,19300.0,4.0,2.0,2.0,2.0,1.0,1685404800.0,1672444800.0,86400,2.0,86.72,85.87,84.8,86.65,86.72,85.87,84.8,86.65,4.82,0.0556,1685059200.0,0.5135,4.93,1.220619,9.169363,8.188825,947598.0,947598.0,2013511.0,1562610.0,1562610.0,0.0,0.0,800.0,1100.0,27648288768.0,71.46,115.61,0.5815673,91.642,87.5169,4.76,0.0548893,39617773568.0,0.06386,258440063.0,325273984.0,6809176.0,7787926.0,1681430400.0,1684108800.0,0.0209,0.20622998,0.72055,4.15,0.026400002,0.0,39.085,2.1747475,1672444800.0,1703980800.0,1680220800.0,-0.642,3032000000.0,9.27,10.38,5.19,,,0.833,7.113,-0.2413612,0.02542901,1.25,1685059200.0,-14400000.0,85.0,121.0,75.0,98.94,100.0,2.8,24.0,1818000000.0,5.589,5569999872.0,13100000256.0,0.878,1.846,47540998144.0,101.953,145.608,0.07399,0.23686,6604000000.0,1638875008.0,5098999808.0,-0.64,-0.221,0.12549,0.11715999,0.09228,,1 Houston Center 1221 McKinney Street,
298,MTB,M&T Bank Corporation,23004.0,6.0,9.0,8.0,6.0,8.0,1682899200.0,1672444800.0,86400,2.0,123.93,122.81,118.03,122.99,123.93,122.81,118.03,122.99,5.2,0.041500002,1685491200.0,0.3793,2.9,0.776213,9.22678,7.2248483,596246.0,596246.0,2093630.0,1220470.0,1220470.0,0.0,0.0,800.0,800.0,19773362176.0,109.36,193.42,2.3230271,119.665,152.99706,4.9,0.03953845,13674286080.0,0.27387,164901152.0,165870000.0,4919429.0,5620842.0,1681430400.0,1684108800.0,0.0297,0.0057,0.84823,2.7,0.034,0.0,140.887,0.84613913,1672444800.0,1703980800.0,1680220800.0,0.937,2227387904.0,12.92,16.5,,10:1,970790400.0,1.606,,-0.29562968,0.02542901,1.3,1677801600.0,-14400000.0,119.21,,,,,2.0,,24630325248.0,148.492,,15522132992.0,,,8511895040.0,,49.238,0.01321,0.10779,7661559000.0,,3705783040.0,0.529,0.593,0.0,0.0,0.41812,1.7962,,
299,MRO,Marathon Oil Corporation,1570.0,4.0,4.0,5.0,5.0,4.0,1682899200.0,1672444800.0,86400,2.0,22.84,22.36,22.2,22.56,22.84,22.36,22.2,22.56,0.4,0.0172,1684195200.0,0.0845,1.51,2.40007,5.3867636,5.9469867,5533977.0,5533977.0,10723242.0,10419040.0,10419040.0,0.0,0.0,3100.0,900.0,13773309952.0,19.42,33.42,1.8647861,23.6808,26.1968,0.37,0.01619965,20199477248.0,0.36894,615961487.0,617603968.0,15812588.0,18944222.0,1681430400.0,1684108800.0,0.0256,0.0038100001,0.80137,1.55,0.0292,0.0,18.309,1.2180458,1672444800.0,1703980800.0,1680220800.0,-0.68,2724999936.0,4.14,3.75,-0.96,10000:5965,1309478400.0,2.735,3.914,-0.2721479,0.02542901,0.1,1684195200.0,-14400000.0,22.3012,48.0,25.0,32.79,33.0,2.2,23.0,187000000.0,0.303,5160999936.0,6021000192.0,0.653,0.748,7385999872.0,52.871,11.199,0.1066,0.23952,6152000000.0,2380499968.0,5225999872.0,-0.629,-0.107,0.80382,0.69875,0.43867,,,
300,MPC,Marathon Petroleum Corporation,17800.0,8.0,3.0,1.0,9.0,7.0,1682899200.0,1672444800.0,86400,2.0,107.79,105.61,104.32,106.54,107.79,105.61,104.32,106.54,3.0,0.0276,1684195200.0,0.081599995,3.73,1.62843,3.2501533,8.02197,2003151.0,2003151.0,4127287.0,3608950.0,3608950.0,0.0,0.0,800.0,800.0,45532700672.0,77.62,138.83,0.26031032,120.8474,115.67575,2.83,0.026254755,70061211648.0,0.09373,423430004.0,430000000.0,12316116.0,11516305.0,1681430400.0,1684108800.0,0.029000001,0.00191,0.81097,2.87,0.029000001,0.0,62.46,1.695325,1672444800.0,1703980800.0,1680220800.0,2.224,16311000064.0,32.58,13.2,0.06,2:1,1433980800.0,0.401,2.77,0.037340045,0.02542901,0.75,1684195200.0,-14400000.0,105.89,165.0,124.0,145.2,147.0,1.9,15.0,11452000256.0,26.991,25294999552.0,28541999104.0,1.266,1.905,174916993024.0,84.787,362.898,0.1551,0.55078,26565000000.0,11763250176.0,17905000448.0,3.087,-0.087,0.16590999,0.14461,0.12626,,,
301,MKTX,"MarketAxess Holdings, Inc.",744.0,1.0,8.0,3.0,4.0,1.0,1682899200.0,1672444800.0,86400,2.0,278.92,277.97,270.59,278.58,278.92,277.97,270.59,278.58,2.88,0.010299999,1683590400.0,0.4087,0.69,0.789584,39.571014,31.52887,89192.0,89192.0,348220.0,286490.0,286490.0,272.71,273.11,900.0,900.0,10285253632.0,217.44,399.78,13.985703,327.9978,297.24326,2.82,0.010110425,10188197888.0,0.3523,36942718.0,37669400.0,1185020.0,1154088.0,1681430400.0,1684108800.0,0.0315,0.02454,0.99918,3.81,0.041100003,0.0,29.773,9.170725,1672444800.0,1703980800.0,1680220800.0,0.137,259083008.0,6.9,8.66,2.75,,,13.854,26.213,0.0072586536,0.02542901,0.72,1683590400.0,-14400000.0,273.04,415.0,288.0,347.0,345.0,2.8,9.0,413417984.0,10.975,388663008.0,81317000.0,10.024,12.231,735411968.0,7.25,19.615,0.1252,0.24156,665336000.0,361561632.0,320488000.0,0.146,0.092,0.92416,0.52849996,0.45433998,2.8786,15th Floor,
302,MAR,Marriott International,377000.0,5.0,6.0,4.0,9.0,7.0,1682899200.0,1672444800.0,86400,2.0,169.09,169.47,165.13,169.835,169.09,169.47,165.13,169.835,2.08,0.0123000005,1684972800.0,0.16409999,,1.579873,19.830954,18.305494,526981.0,526981.0,1737330.0,1475080.0,1475080.0,166.01,166.14,1000.0,800.0,50532708352.0,131.01,183.27,7.462007,169.5702,161.5581,1.4,0.008279614,62421155840.0,0.40431,241833934.0,303353984.0,5483508.0,4830077.0,1681430400.0,1684108800.0,0.018099999,0.19243999,0.61724997,3.01,0.023699999,0.0,0.459,362.9194,1672444800.0,1703980800.0,1680220800.0,1.008,2737999872.0,8.4,9.1,1.27,1061:1000,1321920000.0,9.218,15.089,-0.008792996,0.02542901,0.52,1684972800.0,-14400000.0,166.58,213.0,168.0,188.23,186.0,2.7,17.0,554000000.0,1.826,4136999936.0,11681000448.0,0.433,0.468,6771999744.0,8343.571,21.181,0.09628,2.86402,4282000000.0,2807375104.0,2852000000.0,1.132,0.337,0.829,0.6109,0.56985,1.2404,,
303,MMC,"Marsh & McLennan Companies, Inc",85000.0,3.0,2.0,1.0,3.0,1.0,1685404800.0,1672444800.0,86400,2.0,174.32,173.58,171.47,174.07,174.32,173.58,171.47,174.07,2.36,0.0135,1680566400.0,0.4516,1.56,0.921885,26.889236,20.421803,713363.0,713363.0,1691917.0,1659900.0,1659900.0,0.0,0.0,900.0,900.0,85270110208.0,143.33,182.43,4.0421953,173.247,166.7134,2.36,0.01353832,100457824256.0,0.15236,493499372.0,494720992.0,3813347.0,3039563.0,1681430400.0,1684108800.0,0.0077,0.00118,0.90571,2.17,0.0077,0.0,22.136,7.7864113,1672444800.0,1703980800.0,1680220800.0,0.153,3214000128.0,6.41,8.44,2.35,2:1,1025481600.0,4.762,18.202,0.11450672,0.02542901,0.59,1680566400.0,-14400000.0,172.36,205.0,172.0,190.4,192.0,2.8,15.0,1006000000.0,2.033,5519000064.0,14981000192.0,1.02,1.152,21095000064.0,133.807,42.445,0.08838,0.29107,8884000000.0,3079500032.0,3348000000.0,0.176,0.068,0.43456,0.26163,0.22805999,2.2618,,
304,MLM,"Martin Marietta Materials, Inc.",9400.0,5.0,8.0,10.0,8.0,9.0,1682899200.0,1672444800.0,86400,2.0,397.57,395.54,392.4,396.44,397.57,395.54,392.4,396.44,2.64,0.0066000004,1685491200.0,0.1674,0.8,0.863828,25.626537,21.471256,86096.0,86096.0,357063.0,302000.0,302000.0,0.0,636.96,1000.0,800.0,24535306240.0,284.99,410.48,4.191347,367.586,351.38995,2.59,0.006514576,29883117568.0,0.16516,54935303.0,61968800.0,611044.0,892787.0,1681430400.0,1684108800.0,0.0099,0.00625,0.96810997,1.76,0.0112,0.0,115.726,3.4212708,1672444800.0,1703980800.0,1680220800.0,4.673,966099968.0,15.45,18.44,1.3,,,5.105,17.335,0.18144596,0.02542901,0.66,1677801600.0,-14400000.0,395.93,497.0,350.0,441.14,446.0,2.1,21.0,229400000.0,3.702,1723900032.0,5432200192.0,0.78,2.118,5853799936.0,75.684,94.075,0.052449998,0.14203,1425900000.0,-182124992.0,981800000.0,4.735,0.1,0.26865,0.29448998,0.20884001,2.0921,,
